ID,Suhu,Humid,Hujan,NDVI,Luas Konversi,Kecamatan,Label
D00459,29.8,90,429,0.52,517,Rupit,Sedang
D00460,29.2,90,1077,0.62,485,Rupit,Sedang
D00461,28.1,89,141,0.62,513,Rupit,Sedang
D00462,29.4,89,402,0.62,589,Rupit,Sedang
D00463,28.2,90,273,0.55,538,Rupit,Sedang
D00464,28.7,87,279,0.62,480,Rupit,Sedang
D00465,29.3,90,162,0.52,532,Rupit,Sedang
D00466,28.4,89,123,0.64,553,Rupit,Sedang
D00467,28.6,90,279,0.6,429,Rupit,Sedang
D00468,28.3,88,48,0.63,586,Rupit,Sedang
D00469,28.4,89,351,0.64,564,Rupit,Sedang
D00470,29.0,89,510,0.53,612,Rupit,Sedang
D00471,29.4,85,852,0.61,499,Rupit,Sedang
D00472,30.1,85,546,0.57,570,Rupit,Sedang
D00473,29.9,89,492,0.55,520,Rupit,Sedang
D00474,29.5,90,474,0.58,518,Rupit,Sedang
D00475,28.2,91,342,0.61,502,Rupit,Sedang
D00476,28.9,88,423,0.6,487,Rupit,Sedang
D00477,29.1,87,177,0.56,556,Rupit,Sedang
D00478,29.3,88,423,0.56,468,Rupit,Sedang
D00479,29.6,85,3,0.57,515,Rupit,Sedang
D00480,30.1,88,63,0.63,540,Rupit,Sedang
D00481,29.8,88,555,0.63,495,Rupit,Sedang
D00482,28.0,92,249,0.52,498,Rupit,Rendah
D00483,30.1,84,6,0.57,469,Rupit,Sedang
D00484,29.9,84,51,0.57,492,Rupit,Sedang
D00485,29.1,88,81,0.58,578,Rupit,Sedang
D00486,29.4,86,90,0.53,479,Rupit,Sedang
D00487,29.5,88,195,0.6,483,Rupit,Sedang
D00488,27.8,90,375,0.6,583,Rupit,Rendah
D00489,28.7,87,687,0.54,549,Rupit,Sedang
D00490,28.1,89,135,0.62,524,Rupit,Sedang
D00491,29.0,90,333,0.57,502,Rupit,Sedang
D00492,28.8,89,309,0.58,501,Rupit,Sedang
D00493,29.5,89,225,0.6,586,Rupit,Sedang
D00494,29.1,88,45,0.53,522,Rupit,Sedang
D00495,29.1,85,18,0.54,566,Rupit,Sedang
D00496,29.6,88,1032,0.55,508,Rupit,Sedang
D00497,30.3,88,417,0.57,538,Rupit,Sedang
D00498,29.8,89,333,0.59,464,Rupit,Sedang
D00499,29.2,88,357,0.63,472,Rupit,Sedang
D00500,28.5,91,372,0.62,479,Rupit,Sedang
D00501,29.0,88,192,0.63,519,Rupit,Sedang
D00502,29.8,88,438,0.55,475,Rupit,Sedang
D00503,29.3,86,81,0.61,465,Rupit,Sedang
D00504,28.8,88,27,0.53,513,Rupit,Sedang
D00505,27.8,90,504,0.55,499,Rupit,Rendah
D00506,29.6,88,189,0.55,565,Rupit,Sedang
D00507,28.5,90,576,0.6,557,Rupit,Sedang
D00508,27.7,90,450,0.57,536,Rupit,Rendah
D00509,28.1,92,525,0.57,563,Rupit,Sedang
D00510,29.0,89,30,0.62,491,Rupit,Sedang
D00511,29.7,84,453,0.57,557,Rupit,Sedang
D00512,30.3,84,624,0.62,521,Rupit,Sedang
D00513,28.1,89,57,0.55,470,Rupit,Sedang
D00514,29.2,90,234,0.57,555,Rupit,Sedang
D00515,27.7,90,300,0.57,526,Rupit,Rendah
D00516,27.7,87,201,0.58,558,Rupit,Rendah
D00517,29.1,85,12,0.57,560,Rupit,Sedang
D00518,29.0,87,135,0.52,507,Rupit,Sedang
D00519,28.1,88,531,0.53,504,Rupit,Sedang
D00520,28.7,87,87,0.55,489,Rupit,Sedang
D00521,29.8,87,882,0.61,579,Rupit,Sedang
D00522,28.7,89,258,0.55,526,Rupit,Sedang
D00523,28.8,83,477,0.64,523,Rupit,Sedang
D00524,29.7,87,105,0.6,531,Rupit,Sedang
D00525,28.7,88,297,0.63,464,Rupit,Sedang
D00526,28.4,90,702,0.52,531,Rupit,Sedang
D00527,28.0,90,177,0.59,536,Rupit,Sedang
D00528,28.8,89,561,0.6,522,Rupit,Sedang
D00529,28.0,89,198,0.61,496,Rupit,Sedang
D00530,28.0,88,693,0.62,538,Rupit,Rendah
D00531,28.8,89,1032,0.56,516,Rupit,Sedang
D00532,27.8,88,99,0.63,470,Rupit,Rendah
D00533,29.2,87,534,0.6,558,Rupit,Sedang
D00534,29.3,89,315,0.53,530,Rupit,Sedang
D00535,29.4,89,987,0.53,443,Rupit,Sedang
D00536,27.8,90,528,0.61,496,Rupit,Rendah
D00537,28.0,88,9,0.58,554,Rupit,Rendah
D00538,29.7,87,111,0.62,528,Rupit,Sedang
D00539,29.0,90,819,0.6,504,Rupit,Sedang
D00540,28.8,91,1092,0.6,461,Rupit,Sedang
D00541,28.2,92,369,0.55,545,Rupit,Sedang
D00542,29.3,86,3,0.58,478,Rupit,Sedang
D00543,29.6,87,42,0.55,524,Rupit,Sedang
D00544,27.9,89,219,0.62,590,Rupit,Rendah
D00545,28.5,88,207,0.58,562,Rupit,Sedang
D00546,28.3,87,156,0.57,596,Rupit,Sedang
D00547,28.9,89,591,0.55,533,Rupit,Sedang
D00548,27.7,89,264,0.56,565,Rupit,Rendah
D00549,30.0,81,105,0.52,478,Rupit,Sedang
D00550,28.8,86,54,0.53,512,Rupit,Sedang
D00551,28.6,84,0,0.6,475,Rupit,Sedang
D00552,28.5,84,24,0.58,524,Rupit,Sedang
D00553,28.3,88,411,0.6,503,Rupit,Sedang
D00554,27.6,89,150,0.59,472,Rupit,Rendah
D00555,28.8,84,12,0.61,528,Rupit,Sedang
D00556,28.5,85,18,0.6,517,Rupit,Sedang
D00557,29.0,84,6,0.54,550,Rupit,Sedang
D00558,28.6,89,114,0.58,521,Rupit,Sedang
D00559,29.4,85,21,0.58,495,Rupit,Sedang
D00560,27.3,90,198,0.64,488,Rupit,Rendah
D00561,28.4,81,21,0.54,515,Rupit,Sedang
D00562,28.6,81,27,0.54,569,Rupit,Sedang
D00563,29.6,83,267,0.64,524,Rupit,Sedang
D00564,28.0,89,747,0.6,576,Rupit,Rendah
D00565,29.1,87,99,0.62,577,Rupit,Sedang
D00566,28.2,83,213,0.58,497,Rupit,Sedang
D00567,29.3,81,27,0.63,529,Rupit,Sedang
D00568,29.1,86,27,0.62,508,Rupit,Sedang
D00569,27.8,87,102,0.53,529,Rupit,Rendah
D00570,27.3,89,153,0.59,478,Rupit,Rendah
D00571,29.0,83,24,0.61,640,Rupit,Sedang
D00572,28.9,80,18,0.61,527,Rupit,Sedang
D00573,30.0,82,15,0.57,568,Rupit,Sedang
D00574,29.4,84,99,0.64,501,Rupit,Sedang
D00575,30.4,79,27,0.61,572,Rupit,Sedang
D00576,28.2,86,177,0.54,534,Rupit,Sedang
D00577,27.1,89,357,0.54,577,Rupit,Rendah
D00578,27.9,89,78,0.52,469,Rupit,Rendah
D00579,28.9,87,72,0.55,536,Rupit,Sedang
D00580,28.7,91,597,0.6,462,Rupit,Sedang
D00581,28.5,89,54,0.61,537,Rupit,Sedang
D00582,28.2,89,300,0.6,558,Rupit,Sedang
D00583,29.4,84,63,0.6,503,Rupit,Sedang
D00584,28.9,81,6,0.62,541,Rupit,Sedang
D00585,29.2,84,243,0.61,530,Rupit,Sedang
D00586,28.5,89,870,0.55,563,Rupit,Sedang
D00587,28.6,87,255,0.63,563,Rupit,Sedang
D00588,28.8,87,198,0.58,529,Rupit,Sedang
D00589,28.5,87,213,0.56,525,Rupit,Sedang
D00590,28.9,86,243,0.53,593,Rupit,Sedang
D00591,30.2,83,42,0.63,502,Rupit,Sedang
D00592,29.8,77,0,0.6,519,Rupit,Sedang
D00593,29.0,77,0,0.58,531,Rupit,Sedang
D00594,29.3,78,0,0.63,542,Rupit,Sedang
D00595,28.5,75,0,0.58,568,Rupit,Sedang
D00596,29.9,75,0,0.56,491,Rupit,Sedang
D00597,29.3,75,0,0.56,571,Rupit,Sedang
D00598,29.8,72,21,0.55,589,Rupit,Sedang
D00599,28.3,85,72,0.57,496,Rupit,Sedang
D00600,29.2,86,123,0.56,559,Rupit,Sedang
D00601,28.9,87,126,0.64,513,Rupit,Sedang
D00602,28.3,85,75,0.59,498,Rupit,Sedang
D00603,29.4,81,0,0.61,533,Rupit,Sedang
D00604,30.2,75,9,0.61,534,Rupit,Sedang
D00605,30.1,77,0,0.57,568,Rupit,Sedang
D00606,29.5,73,36,0.53,574,Rupit,Sedang
D00607,30.4,71,0,0.54,511,Rupit,Sedang
D00608,31.0,72,9,0.59,623,Rupit,Sedang
D00609,29.4,72,3,0.58,588,Rupit,Sedang
D00610,30.4,73,15,0.62,457,Rupit,Sedang
D00611,30.6,80,327,0.55,520,Rupit,Sedang
D00612,28.2,87,1266,0.64,521,Rupit,Sedang
D00613,28.5,88,51,0.63,570,Rupit,Sedang
D00614,29.8,81,6,0.63,541,Rupit,Sedang
D00615,30.3,77,3,0.57,496,Rupit,Sedang
D00616,28.9,76,15,0.58,533,Rupit,Sedang
D00617,30.8,75,6,0.59,491,Rupit,Sedang
D00618,30.4,68,0,0.58,549,Rupit,Sedang
D00619,30.7,67,6,0.59,559,Rupit,Sedang
D00620,30.9,65,0,0.57,509,Rupit,Sedang
D00621,30.7,64,0,0.59,543,Rupit,Sedang
D00622,31.2,61,0,0.61,583,Rupit,Sedang
D00623,30.6,69,15,0.62,537,Rupit,Sedang
D00624,30.9,67,15,0.6,568,Rupit,Sedang
D00625,30.7,65,0,0.52,419,Rupit,Sedang
D00626,30.5,69,0,0.59,575,Rupit,Sedang
D00627,31.5,68,6,0.58,461,Rupit,Tinggi
D00628,31.5,66,18,0.61,471,Rupit,Tinggi
D00629,33.1,60,3,0.58,551,Rupit,Tinggi
D00630,32.0,63,18,0.56,500,Rupit,Tinggi
D00631,31.7,69,114,0.62,466,Rupit,Tinggi
D00632,30.9,78,579,0.57,495,Rupit,Sedang
D00633,29.3,79,363,0.62,578,Rupit,Sedang
D00634,32.0,72,3,0.53,459,Rupit,Tinggi
D00635,31.1,68,0,0.61,454,Rupit,Sedang
D00636,30.9,70,0,0.53,466,Rupit,Sedang
D00637,31.7,72,3,0.6,460,Rupit,Tinggi
D00638,31.4,66,27,0.53,529,Rupit,Sedang
D00639,31.1,66,15,0.54,489,Rupit,Sedang
D00640,30.3,67,75,0.59,526,Rupit,Sedang
D00641,28.8,86,510,0.62,497,Rupit,Sedang
D00642,28.7,86,1158,0.55,538,Rupit,Sedang
D00643,29.2,82,210,0.55,509,Rupit,Sedang
D00644,29.5,86,264,0.52,548,Rupit,Sedang
D00645,30.3,82,141,0.54,439,Rupit,Sedang
D00646,28.6,86,738,0.56,472,Rupit,Sedang
D00647,29.2,86,1050,0.55,491,Rupit,Sedang
D00648,28.6,85,390,0.54,486,Rupit,Sedang
D00649,30.5,78,0,0.59,550,Rupit,Sedang
D00650,30.1,78,42,0.64,490,Rupit,Sedang
D00651,29.1,86,129,0.55,626,Rupit,Sedang
D00652,30.0,81,9,0.6,520,Rupit,Sedang
D00653,30.2,85,546,0.58,508,Rupit,Sedang
D00654,28.7,87,261,0.55,536,Rupit,Sedang
D00655,30.1,83,18,0.6,468,Rupit,Sedang
D00656,30.6,81,135,0.6,510,Rupit,Sedang
D00657,30.5,82,303,0.6,463,Rupit,Sedang
D00658,29.1,88,165,0.6,505,Rupit,Sedang
D00659,27.9,88,321,0.61,560,Rupit,Rendah
D00660,28.0,88,459,0.56,520,Rupit,Rendah
D00661,30.4,85,249,0.58,496,Rupit,Sedang
D00662,29.2,82,114,0.58,584,Rupit,Sedang
D00663,30.2,80,171,0.62,482,Rupit,Sedang
D00664,28.9,85,138,0.62,520,Rupit,Sedang
D00665,28.6,86,258,0.64,484,Rupit,Sedang
D00666,30.4,85,258,0.64,560,Rupit,Sedang
D00667,28.8,90,549,0.64,471,Rupit,Sedang
D00668,29.7,85,147,0.56,521,Rupit,Sedang
D00669,29.2,89,192,0.57,514,Rupit,Sedang
D00670,30.2,90,174,0.6,456,Rupit,Sedang
D00671,29.0,85,321,0.53,483,Rupit,Sedang
D00672,29.8,88,402,0.52,558,Rupit,Sedang
D00673,28.0,90,78,0.55,486,Rupit,Sedang
D00674,29.5,85,102,0.62,548,Rupit,Sedang
D00675,29.2,92,903,0.54,502,Rupit,Sedang
D00676,30.2,86,222,0.56,502,Rupit,Sedang
D00677,28.7,87,804,0.54,520,Rupit,Sedang
D00678,27.1,92,735,0.6,516,Rupit,Rendah
D00679,27.5,89,531,0.61,424,Rupit,Rendah
D00680,27.5,92,1020,0.57,557,Rupit,Rendah
D00681,27.9,88,237,0.63,547,Rupit,Rendah
D00682,29.9,89,333,0.56,429,Rupit,Sedang
D00683,28.8,89,1182,0.53,554,Rupit,Sedang
D00684,28.1,91,219,0.59,557,Rupit,Sedang
D00685,28.2,88,513,0.54,515,Rupit,Sedang
D00686,29.0,86,972,0.62,464,Rupit,Sedang
D00687,27.7,87,222,0.59,536,Rupit,Rendah
D00688,29.6,84,351,0.61,520,Rupit,Sedang
D00689,28.8,90,1008,0.53,540,Rupit,Sedang
D00690,28.7,89,351,0.54,537,Rupit,Sedang
D00691,30.7,83,141,0.54,598,Rupit,Sedang
D00692,27.9,90,588,0.52,534,Rupit,Rendah
D00693,27.7,89,531,0.55,503,Rupit,Rendah
D00694,29.1,89,387,0.6,526,Rupit,Sedang
D00695,28.5,86,1125,0.55,521,Rupit,Sedang
D00696,29.4,84,492,0.54,582,Rupit,Sedang
D00697,29.3,86,525,0.61,541,Rupit,Sedang
D00698,29.6,89,33,0.61,501,Rupit,Sedang
D00699,27.7,89,384,0.63,519,Rupit,Rendah
D00700,28.3,89,480,0.61,552,Rupit,Sedang
D00701,27.3,90,279,0.64,484,Rupit,Rendah
D00702,28.4,89,240,0.58,471,Rupit,Sedang
D00703,28.0,88,762,0.63,555,Rupit,Sedang
D00704,27.8,89,993,0.53,509,Rupit,Rendah
D00705,28.7,89,522,0.6,511,Rupit,Sedang
D00706,29.1,86,120,0.56,569,Rupit,Sedang
D00707,28.3,87,468,0.59,519,Rupit,Sedang
D00708,28.9,88,267,0.6,554,Rupit,Sedang
D00709,27.9,89,444,0.61,474,Rupit,Rendah
D00710,28.3,88,753,0.57,524,Rupit,Sedang
D00711,28.0,88,333,0.57,556,Rupit,Rendah
D00712,28.7,86,477,0.57,501,Rupit,Sedang
D00713,27.2,91,1335,0.63,487,Rupit,Rendah
D00714,29.5,86,273,0.62,535,Rupit,Sedang
D00715,25.3,88,426,0.78,159,Karang Jaya,Rendah
D00716,24.8,88,237,0.75,117,Karang Jaya,Rendah
D00717,25.3,91,327,0.72,137,Karang Jaya,Rendah
D00718,25.6,90,267,0.77,193,Karang Jaya,Rendah
D00719,25.5,87,30,0.75,103,Karang Jaya,Rendah
D00720,25.8,88,54,0.75,163,Karang Jaya,Rendah
D00721,26.4,89,237,0.69,206,Karang Jaya,Rendah
D00722,27.1,86,72,0.72,154,Karang Jaya,Rendah
D00723,27.1,87,51,0.78,98,Karang Jaya,Rendah
D00724,25.6,86,72,0.78,107,Karang Jaya,Rendah
D00725,26.2,88,240,0.79,113,Karang Jaya,Rendah
D00726,25.7,88,117,0.71,176,Karang Jaya,Rendah
D00727,24.7,89,183,0.72,206,Karang Jaya,Rendah
D00728,25.4,87,45,0.78,113,Karang Jaya,Rendah
D00729,24.8,90,342,0.76,134,Karang Jaya,Rendah
D00730,25.5,89,246,0.77,159,Karang Jaya,Rendah
D00731,24.9,92,618,0.72,190,Karang Jaya,Rendah
D00732,24.5,89,573,0.77,135,Karang Jaya,Rendah
D00733,24.5,94,774,0.7,144,Karang Jaya,Rendah
D00734,25.3,88,243,0.76,142,Karang Jaya,Rendah
D00735,25.6,86,132,0.73,208,Karang Jaya,Rendah
D00736,25.0,88,774,0.77,182,Karang Jaya,Rendah
D00737,25.0,92,642,0.76,177,Karang Jaya,Rendah
D00738,24.9,91,159,0.76,188,Karang Jaya,Rendah
D00739,24.5,87,72,0.68,161,Karang Jaya,Rendah
D00740,25.3,85,12,0.71,169,Karang Jaya,Rendah
D00741,26.1,87,627,0.68,173,Karang Jaya,Rendah
D00742,25.4,88,330,0.7,105,Karang Jaya,Rendah
D00743,25.5,88,153,0.78,192,Karang Jaya,Rendah
D00744,24.8,85,279,0.69,157,Karang Jaya,Rendah
D00745,25.7,89,405,0.79,142,Karang Jaya,Rendah
D00746,25.3,88,9,0.75,94,Karang Jaya,Rendah
D00747,25.1,89,168,0.69,123,Karang Jaya,Rendah
D00748,26.7,88,138,0.72,167,Karang Jaya,Rendah
D00749,25.7,85,216,0.79,98,Karang Jaya,Rendah
D00750,26.4,86,30,0.78,152,Karang Jaya,Rendah
D00751,25.7,83,9,0.73,203,Karang Jaya,Rendah
D00752,26.2,87,108,0.72,138,Karang Jaya,Rendah
D00753,26.9,84,3,0.69,171,Karang Jaya,Rendah
D00754,27.6,84,18,0.79,113,Karang Jaya,Rendah
D00755,26.4,83,87,0.78,202,Karang Jaya,Rendah
D00756,26.6,84,93,0.7,167,Karang Jaya,Rendah
D00757,25.7,83,0,0.76,201,Karang Jaya,Rendah
D00758,27.1,77,3,0.77,84,Karang Jaya,Rendah
D00759,27.1,82,111,0.73,152,Karang Jaya,Rendah
D00760,26.2,89,528,0.75,114,Karang Jaya,Rendah
D00761,25.1,88,324,0.76,108,Karang Jaya,Rendah
D00762,26.4,79,6,0.69,119,Karang Jaya,Rendah
D00763,26.5,85,249,0.69,162,Karang Jaya,Rendah
D00764,25.9,89,372,0.72,137,Karang Jaya,Rendah
D00765,26.0,90,225,0.69,154,Karang Jaya,Rendah
D00766,25.5,89,222,0.78,115,Karang Jaya,Rendah
D00767,25.5,91,408,0.75,119,Karang Jaya,Rendah
D00768,25.5,89,270,0.79,81,Karang Jaya,Rendah
D00769,25.4,88,885,0.72,172,Karang Jaya,Rendah
D00770,26.7,84,480,0.7,167,Karang Jaya,Rendah
D00771,26.2,85,171,0.72,157,Karang Jaya,Rendah
D00772,25.6,83,240,0.74,164,Karang Jaya,Rendah
D00773,25.7,86,162,0.73,176,Karang Jaya,Rendah
D00774,25.1,89,570,0.7,128,Karang Jaya,Rendah
D00775,25.7,86,270,0.72,173,Karang Jaya,Rendah
D00776,24.5,87,342,0.77,142,Karang Jaya,Rendah
D00777,24.8,87,108,0.76,139,Karang Jaya,Rendah
D00778,26.8,83,267,0.77,102,Karang Jaya,Rendah
D00779,25.2,90,453,0.72,78,Karang Jaya,Rendah
D00780,25.8,89,303,0.7,89,Karang Jaya,Rendah
D00781,26.0,87,228,0.73,234,Karang Jaya,Rendah
D00782,25.6,89,708,0.79,136,Karang Jaya,Rendah
D00783,25.3,90,672,0.78,186,Karang Jaya,Rendah
D00784,24.9,91,750,0.78,146,Karang Jaya,Rendah
D00785,24.9,90,249,0.76,90,Karang Jaya,Rendah
D00786,24.4,90,1074,0.72,134,Karang Jaya,Rendah
D00787,25.4,85,375,0.79,169,Karang Jaya,Rendah
D00788,26.4,87,135,0.71,160,Karang Jaya,Rendah
D00789,26.0,91,246,0.69,162,Karang Jaya,Rendah
D00790,25.7,90,153,0.78,158,Karang Jaya,Rendah
D00791,25.8,87,414,0.77,143,Karang Jaya,Rendah
D00792,26.7,87,117,0.73,189,Karang Jaya,Rendah
D00793,25.2,89,696,0.78,214,Karang Jaya,Rendah
D00794,26.0,87,408,0.73,100,Karang Jaya,Rendah
D00795,26.3,85,303,0.73,181,Karang Jaya,Rendah
D00796,25.6,92,843,0.77,104,Karang Jaya,Rendah
D00797,25.8,90,453,0.78,165,Karang Jaya,Rendah
D00798,27.1,88,498,0.78,85,Karang Jaya,Rendah
D00799,26.2,87,507,0.74,221,Karang Jaya,Rendah
D00800,26.9,88,264,0.73,48,Karang Jaya,Rendah
D00801,25.7,88,444,0.78,133,Karang Jaya,Rendah
D00802,26.2,89,147,0.71,99,Karang Jaya,Rendah
D00803,26.3,90,495,0.69,87,Karang Jaya,Rendah
D00804,26.0,87,60,0.78,136,Karang Jaya,Rendah
D00805,25.3,89,231,0.79,216,Karang Jaya,Rendah
D00806,26.6,88,99,0.73,176,Karang Jaya,Rendah
D00807,24.4,89,270,0.72,141,Karang Jaya,Rendah
D00808,27.1,88,216,0.69,121,Karang Jaya,Rendah
D00809,24.9,89,237,0.72,150,Karang Jaya,Rendah
D00810,26.2,89,141,0.79,180,Karang Jaya,Rendah
D00811,25.6,89,150,0.7,101,Karang Jaya,Rendah
D00812,26.1,89,441,0.78,143,Karang Jaya,Rendah
D00813,24.7,89,309,0.73,130,Karang Jaya,Rendah
D00814,25.7,89,309,0.69,148,Karang Jaya,Rendah
D00815,27.0,86,15,0.77,225,Karang Jaya,Rendah
D00816,26.3,89,132,0.69,142,Karang Jaya,Rendah
D00817,27.6,84,66,0.73,182,Karang Jaya,Rendah
D00818,26.9,87,468,0.73,216,Karang Jaya,Rendah
D00819,26.8,89,279,0.68,205,Karang Jaya,Rendah
D00820,26.2,93,378,0.71,176,Karang Jaya,Rendah
D00821,27.0,88,777,0.71,183,Karang Jaya,Rendah
D00822,25.5,92,411,0.76,243,Karang Jaya,Rendah
D00823,26.5,91,360,0.74,205,Karang Jaya,Rendah
D00824,26.1,91,1134,0.8,113,Karang Jaya,Rendah
D00825,27.3,90,210,0.76,137,Karang Jaya,Rendah
D00826,26.2,89,414,0.71,220,Karang Jaya,Rendah
D00827,26.4,91,174,0.77,157,Karang Jaya,Rendah
D00828,25.9,87,291,0.77,147,Karang Jaya,Rendah
D00829,26.8,90,201,0.75,115,Karang Jaya,Rendah
D00830,26.7,89,180,0.7,158,Karang Jaya,Rendah
D00831,26.8,91,192,0.76,107,Karang Jaya,Rendah
D00832,26.4,89,90,0.69,157,Karang Jaya,Rendah
D00833,26.0,89,342,0.69,107,Karang Jaya,Rendah
D00834,27.4,90,1251,0.69,193,Karang Jaya,Rendah
D00835,26.3,87,96,0.75,131,Karang Jaya,Rendah
D00836,28.0,86,447,0.77,163,Karang Jaya,Sedang
D00837,26.5,89,660,0.78,185,Karang Jaya,Rendah
D00838,27.0,91,204,0.69,94,Karang Jaya,Rendah
D00839,26.3,92,519,0.79,211,Karang Jaya,Rendah
D00840,27.2,90,1170,0.8,104,Karang Jaya,Rendah
D00841,27.4,89,114,0.74,151,Karang Jaya,Rendah
D00842,27.8,88,210,0.77,197,Karang Jaya,Rendah
D00843,26.9,86,0,0.75,175,Karang Jaya,Rendah
D00844,27.6,86,30,0.69,132,Karang Jaya,Rendah
D00845,27.6,88,495,0.73,121,Karang Jaya,Rendah
D00846,25.8,93,609,0.72,227,Karang Jaya,Rendah
D00847,27.3,85,6,0.8,171,Karang Jaya,Rendah
D00848,28.2,83,57,0.8,164,Karang Jaya,Sedang
D00849,27.7,89,237,0.72,145,Karang Jaya,Rendah
D00850,27.0,88,15,0.76,171,Karang Jaya,Rendah
D00851,25.7,90,198,0.77,144,Karang Jaya,Rendah
D00852,25.9,93,396,0.69,156,Karang Jaya,Rendah
D00853,26.4,89,825,0.75,113,Karang Jaya,Rendah
D00854,27.0,90,171,0.76,186,Karang Jaya,Rendah
D00855,26.2,91,63,0.75,138,Karang Jaya,Rendah
D00856,26.2,90,195,0.73,133,Karang Jaya,Rendah
D00857,26.5,89,36,0.77,126,Karang Jaya,Rendah
D00858,26.3,89,159,0.73,122,Karang Jaya,Rendah
D00859,28.2,85,12,0.73,139,Karang Jaya,Sedang
D00860,25.9,88,726,0.71,190,Karang Jaya,Rendah
D00861,26.6,88,291,0.78,127,Karang Jaya,Rendah
D00862,26.7,91,675,0.79,134,Karang Jaya,Rendah
D00863,26.5,89,393,0.78,155,Karang Jaya,Rendah
D00864,26.5,92,303,0.72,195,Karang Jaya,Rendah
D00865,27.5,88,114,0.78,169,Karang Jaya,Rendah
D00866,27.0,90,159,0.79,104,Karang Jaya,Rendah
D00867,26.8,86,33,0.69,96,Karang Jaya,Rendah
D00868,26.9,90,186,0.7,152,Karang Jaya,Rendah
D00869,26.7,91,426,0.72,142,Karang Jaya,Rendah
D00870,26.3,89,126,0.75,138,Karang Jaya,Rendah
D00871,26.2,91,339,0.8,140,Karang Jaya,Rendah
D00872,25.2,90,663,0.74,158,Karang Jaya,Rendah
D00873,25.8,92,162,0.8,77,Karang Jaya,Rendah
D00874,27.0,89,30,0.73,135,Karang Jaya,Rendah
D00875,27.2,84,276,0.77,117,Karang Jaya,Rendah
D00876,27.8,85,372,0.7,191,Karang Jaya,Rendah
D00877,26.0,86,186,0.69,142,Karang Jaya,Rendah
D00878,26.9,88,39,0.7,168,Karang Jaya,Rendah
D00879,27.2,89,129,0.72,180,Karang Jaya,Rendah
D00880,26.4,90,294,0.79,167,Karang Jaya,Rendah
D00881,25.7,88,147,0.75,125,Karang Jaya,Rendah
D00882,25.9,86,36,0.72,104,Karang Jaya,Rendah
D00883,26.1,87,423,0.79,141,Karang Jaya,Rendah
D00884,26.4,89,456,0.76,140,Karang Jaya,Rendah
D00885,27.1,87,18,0.75,97,Karang Jaya,Rendah
D00886,26.9,87,255,0.68,204,Karang Jaya,Rendah
D00887,26.8,90,393,0.76,166,Karang Jaya,Rendah
D00888,26.7,86,501,0.73,120,Karang Jaya,Rendah
D00889,27.4,88,105,0.71,115,Karang Jaya,Rendah
D00890,26.1,89,285,0.74,170,Karang Jaya,Rendah
D00891,25.0,92,414,0.69,93,Karang Jaya,Rendah
D00892,26.4,90,201,0.73,124,Karang Jaya,Rendah
D00893,26.4,89,108,0.72,152,Karang Jaya,Rendah
D00894,26.3,87,111,0.77,219,Karang Jaya,Rendah
D00895,26.8,88,663,0.72,67,Karang Jaya,Rendah
D00896,25.6,89,843,0.72,120,Karang Jaya,Rendah
D00897,25.9,89,138,0.69,156,Karang Jaya,Rendah
D00898,27.5,88,255,0.73,128,Karang Jaya,Rendah
D00899,26.7,87,225,0.7,130,Karang Jaya,Rendah
D00900,25.7,91,966,0.75,124,Karang Jaya,Rendah
D00901,25.7,91,423,0.74,212,Karang Jaya,Rendah
D00902,25.9,91,300,0.72,245,Karang Jaya,Rendah
D00903,25.9,88,39,0.8,163,Karang Jaya,Rendah
D00904,26.8,90,594,0.72,194,Karang Jaya,Rendah
D00905,25.6,91,858,0.76,164,Karang Jaya,Rendah
D00906,25.8,92,441,0.74,174,Karang Jaya,Rendah
D00907,26.9,87,24,0.77,116,Karang Jaya,Rendah
D00908,26.0,88,45,0.72,108,Karang Jaya,Rendah
D00909,25.6,90,345,0.75,180,Karang Jaya,Rendah
D00910,26.9,88,90,0.74,152,Karang Jaya,Rendah
D00911,25.8,87,201,0.76,118,Karang Jaya,Rendah
D00912,25.9,90,492,0.8,95,Karang Jaya,Rendah
D00913,26.3,90,879,0.79,194,Karang Jaya,Rendah
D00914,26.0,81,27,0.7,103,Karang Jaya,Rendah
D00915,25.9,84,210,0.7,148,Karang Jaya,Rendah
D00916,26.0,86,18,0.74,98,Karang Jaya,Rendah
D00917,26.8,86,126,0.72,164,Karang Jaya,Rendah
D00918,26.0,89,477,0.7,215,Karang Jaya,Rendah
D00919,25.9,90,702,0.72,147,Karang Jaya,Rendah
D00920,27.4,86,27,0.74,142,Karang Jaya,Rendah
D00921,27.1,87,108,0.72,118,Karang Jaya,Rendah
D00922,27.6,86,3,0.8,89,Karang Jaya,Rendah
D00923,25.8,90,99,0.76,115,Karang Jaya,Rendah
D00924,27.1,85,36,0.74,218,Karang Jaya,Rendah
D00925,26.3,90,105,0.75,136,Karang Jaya,Rendah
D00926,26.6,83,24,0.75,176,Karang Jaya,Rendah
D00927,26.2,81,9,0.78,199,Karang Jaya,Rendah
D00928,26.4,85,234,0.76,245,Karang Jaya,Rendah
D00929,25.5,89,747,0.68,169,Karang Jaya,Rendah
D00930,27.2,87,81,0.7,135,Karang Jaya,Rendah
D00931,27.2,85,102,0.79,112,Karang Jaya,Rendah
D00932,26.4,84,0,0.77,170,Karang Jaya,Rendah
